2026_nanoquant-sub-1bit-quantization-llms.pdf	arXiv:2602.06694	NANOQUANT: Efficient Sub-1-Bit Quantization of Large Language Models
2026_pQuant-decoupled-linear-qat-lowbit-lm.pdf	arXiv:2602.22592	pQuant: Towards Effective Low-Bit Language Models via Decoupled Linear Quantization-Aware Training
2026_rabit-residual-aware-binarization-training-llm.pdf	arXiv:2602.05367	RaBiT: Residual-Aware Binarization Training for Accurate and Efficient LLMs
2026_ternary-mamba-w1.58a16-ssm-qat.pdf	arXiv:2606.18114	Ternary Mamba: Grouped Quantization-Aware Training of W1.58A16 State Space Models
2023_Liu_binary-ternary-nlg.pdf	arXiv:2306.01841	Binary and Ternary Natural Language Generation
2024_Wei_tmac-table-lookup-lowbit.pdf	arXiv:2407.00088	T-MAC: CPU Renaissance via Table Lookup for Low-Bit LLM Deployment on Edge
2024_Ji_binarized-transformer-hw-codesign.pdf	arXiv:2407.12070	Co-Designing Binarized Transformer and Hardware Accelerator for Efficient End-to-End Edge Deployment
2024_Xu_crvq-channel-relaxed-vq.pdf	arXiv:2412.09282	CRVQ: Channel-Relaxed Vector Quantization for Extreme Compression of LLMs
2024_Edalati_oac-output-adaptive-calibration.pdf	arXiv:2405.15025	OAC: Output-adaptive Calibration for Accurate Post-training Quantization
2025_Malhotra_retern-fault-tolerance-tcim.pdf	arXiv:2506.01140	ReTern: Exploiting Natural Redundancy and Sign Transformations for Enhanced Fault Tolerance in Compute-in-Memory based Ternary LLMs
2025_Xiao_lieq-layerwise-ptq.pdf	arXiv:2508.03332	Exploring Layer-wise Information Effectiveness for Post-Training Quantization in Small Language Models
2025_Georganas_ultra-low-bit-cpu-gpu-kernels.pdf	arXiv:2508.06753	Pushing the Envelope of LLM Inference with Ultra-Low-Bit Quantized Models
2025_Qi_deltallm-temporal-sparsity.pdf	arXiv:2507.19608	DeltaLLM: A Training-Free Framework Exploiting Temporal Sparsity for Efficient Edge LLM Inference
2025_Zhang_pd-swap-fpga-prefill-decode.pdf	arXiv:2512.11550	PD-Swap: Prefill-Decode Logic Swapping for End-to-End LLM Inference on Edge FPGAs via Dynamic Partial Reconfiguration
2026_Sajid_bitrl-1bit-rl-edge.pdf	arXiv:2604.24273	BitRL: Reinforcement Learning with 1-bit Quantized Language Models for Resource-Constrained Edge Deployment
2026_Geens_lut-accelerator-design-space.pdf	arXiv:2604.25183	Hardware Generation and Exploration of Lookup Table-Based Accelerators for 1.58-bit LLM Inference
2026_Lin_vitallm-ternary-accelerator.pdf	arXiv:2604.27396	VitaLLM: A Versatile, Ultra-Compact Ternary LLM Accelerator with Dependency-Aware Scheduling
2026_Kang_bittp-trajectory-prediction.pdf	arXiv:2605.29705	BitTP: The Lightweight Trajectory Prediction Model with BitLLM for Edge-Devices
2026_Abdalla_sage-ptq-graph-guided.pdf	arXiv:2606.05429	Minimizing the Hidden Cost of Scales: Graph-Guided Ultra-Low-Bit Quantization for Large Language Models
